Year,Interest_Rate,Inflation_Rate,GDP,Unemployment_Rate,Population,House_Overhang,House_Supply,House_Supply_Log,House_Overhang_Log,District_Encoded,State,House_Type,Predicted_House_Price
2028,3.11,2.07,446522.2,2.5,259.9,11,16889,9.734477009801846,2.4849066497880004,12.635205168762665,Pulau Pinang,Semi-Detached House,609121.3
2029,3.23,2.06,457965.9,2.5,262.8,11,12723,9.451245252869034,2.4849066497880004,12.635205168762665,Pulau Pinang,Semi-Detached House,577597.29
2025,3.13,2.03,412184.22,2.5,251.2,14,44971,10.713795352869651,2.70805020110221,12.635205168762665,Pulau Pinang,Terraced House,324138.6
2026,3.18,2.05,423631.36,2.5,254.1,24,45140,10.717546203426988,3.2188758248682006,12.635205168762665,Pulau Pinang,Terraced House,324746.64
2027,3.0,2.06,435077.35,2.5,257.0,30,45265,10.720311477789672,3.4339872044851463,12.635205168762665,Pulau Pinang,Terraced House,328197.83
2028,3.11,2.07,446522.2,2.5,259.9,35,45357,10.722341845718807,3.58351893845611,12.635205168762665,Pulau Pinang,Terraced House,325586.8
2029,3.23,2.06,457965.9,2.5,262.8,38,45424,10.723817893264371,3.6635616461296463,12.635205168762665,Pulau Pinang,Terraced House,333246.98
2025,3.13,2.03,412184.22,2.5,251.2,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,372114.9
2026,3.18,2.05,423631.36,2.5,254.1,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,372114.9
2027,3.0,2.06,435077.35,2.5,257.0,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,370420.32
2028,3.11,2.07,446522.2,2.5,259.9,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,371123.65
2029,3.23,2.06,457965.9,2.5,262.8,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,379294.37
2025,2.78,2.03,432352.69,2.5,251.2,0,2269,7.727535110475448,0.0,12.635205168762665,Pulau Pinang,Cluster House,236615.9
2026,2.77,2.05,445469.97,2.5,254.1,0,2269,7.727535110475448,0.0,12.635205168762665,Pulau Pinang,Cluster House,236615.9
2027,2.76,2.06,458586.35,2.5,257.0,0,2269,7.727535110475448,0.0,12.635205168762665,Pulau Pinang,Cluster House,236744.34
2028,3.0,2.05,471701.82,2.5,259.9,0,2269,7.727535110475448,0.0,12.635205168762665,Pulau Pinang,Cluster House,232367.8
2029,3.11,2.04,484816.39,2.5,262.8,0,2269,7.727535110475448,0.0,12.635205168762665,Pulau Pinang,Cluster House,189210.2
2025,2.78,2.03,432352.69,2.5,251.2,171,16724,9.724659884996429,5.147494476813453,12.635205168762665,Pulau Pinang,Condominium,243482.81
2026,2.77,2.05,445469.97,2.5,254.1,170,18019,9.799237531162328,5.14166355650266,12.635205168762665,Pulau Pinang,Condominium,244112.45
2027,2.76,2.06,458586.35,2.5,257.0,171,19314,9.868637275100381,5.147494476813453,12.635205168762665,Pulau Pinang,Condominium,244112.45
2028,3.0,2.05,471701.82,2.5,259.9,171,20609,9.933531673884504,5.147494476813453,12.635205168762665,Pulau Pinang,Condominium,222444.18
2029,3.11,2.04,484816.39,2.5,262.8,171,21903,9.99442454752823,5.147494476813453,12.635205168762665,Pulau Pinang,Condominium,220883.31
2025,2.78,2.03,432352.69,2.5,251.2,11,28117,10.244165219639854,2.4849066497880004,12.635205168762665,Pulau Pinang,Detached House,501483.19
2026,2.77,2.05,445469.97,2.5,254.1,11,30467,10.324432231492679,2.4849066497880004,12.635205168762665,Pulau Pinang,Detached House,503322.42
2027,2.76,2.06,458586.35,2.5,257.0,11,32819,10.398793364644082,2.4849066497880004,12.635205168762665,Pulau Pinang,Detached House,504495.06
2028,3.0,2.05,471701.82,2.5,259.9,11,35171,10.468005590498892,2.4849066497880004,12.635205168762665,Pulau Pinang,Detached House,490883.83
2029,3.11,2.04,484816.39,2.5,262.8,11,37523,10.532736007245841,2.4849066497880004,12.635205168762665,Pulau Pinang,Detached House,503012.86
2025,2.78,2.03,432352.69,2.5,251.2,0,5358,8.58653266949485,0.0,12.635205168762665,Pulau Pinang,Flat,129264.06
2026,2.77,2.05,445469.97,2.5,254.1,0,5450,8.603554357064281,0.0,12.635205168762665,Pulau Pinang,Flat,129264.06
2027,2.76,2.06,458586.35,2.5,257.0,0,5496,8.61195776786066,0.0,12.635205168762665,Pulau Pinang,Flat,129264.06
2028,3.0,2.05,471701.82,2.5,259.9,0,5518,8.615951963439501,0.0,12.635205168762665,Pulau Pinang,Flat,128764.84
2029,3.11,2.04,484816.39,2.5,262.8,0,5530,8.618123909994678,0.0,12.635205168762665,Pulau Pinang,Flat,128119.87
2025,2.78,2.03,432352.69,2.5,251.2,27,12350,9.421492310438014,3.332204510175204,12.635205168762665,Pulau Pinang,Semi-Detached House,575136.2
2026,2.77,2.05,445469.97,2.5,254.1,27,12416,9.426821780416843,3.332204510175204,12.635205168762665,Pulau Pinang,Semi-Detached House,575258.59
2027,2.76,2.06,458586.35,2.5,257.0,27,12370,9.423110302862831,3.332204510175204,12.635205168762665,Pulau Pinang,Semi-Detached House,576106.27
2028,3.0,2.05,471701.82,2.5,259.9,27,12402,9.42569365781533,3.332204510175204,12.635205168762665,Pulau Pinang,Semi-Detached House,572102.09
2029,3.11,2.04,484816.39,2.5,262.8,27,12380,9.423918318420691,3.332204510175204,12.635205168762665,Pulau Pinang,Semi-Detached House,569846.18
2025,2.78,2.03,432352.69,2.5,251.2,98,44560,10.704614316001061,4.59511985013459,12.635205168762665,Pulau Pinang,Terraced House,330704.87
2026,2.77,2.05,445469.97,2.5,254.1,86,44697,10.707684036871369,4.465908118654584,12.635205168762665,Pulau Pinang,Terraced House,328558.31
2027,2.76,2.06,458586.35,2.5,257.0,79,44792,10.709807156194774,4.382026634673881,12.635205168762665,Pulau Pinang,Terraced House,331067.68
2028,3.0,2.05,471701.82,2.5,259.9,77,44856,10.71123493111663,4.356708826689592,12.635205168762665,Pulau Pinang,Terraced House,328803.42
2029,3.11,2.04,484816.39,2.5,262.8,75,44900,10.712215345197256,4.330733340286331,12.635205168762665,Pulau Pinang,Terraced House,336224.25
2025,2.78,2.03,432352.69,2.5,251.2,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,371621.75
2026,2.77,2.05,445469.97,2.5,254.1,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,371621.75
2027,2.76,2.06,458586.35,2.5,257.0,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,371621.75
2028,3.0,2.05,471701.82,2.5,259.9,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,369949.45
2029,3.11,2.04,484816.39,2.5,262.8,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,378513.31
2025,2.83,1.94,422950.5,2.4,251.2,0,2269,7.727535110475448,0.0,12.635205168762665,Pulau Pinang,Cluster House,235580.0
2026,2.9,1.95,448192.21,2.4,254.1,0,2269,7.727535110475448,0.0,12.635205168762665,Pulau Pinang,Cluster House,235580.0
2027,2.8,2.0,460796.27,2.4,257.0,0,2269,7.727535110475448,0.0,12.635205168762665,Pulau Pinang,Cluster House,236744.34
2028,3.0,2.3,473389.15,2.4,259.9,0,2269,7.727535110475448,0.0,12.635205168762665,Pulau Pinang,Cluster House,232367.8
2025,2.83,1.94,422950.5,2.4,251.2,180,16242,9.695417325719395,5.198497031265826,12.635205168762665,Pulau Pinang,Condominium,229268.83
2026,2.9,1.95,448192.21,2.4,254.1,164,17647,9.778377741493284,5.10594547390058,12.635205168762665,Pulau Pinang,Condominium,230173.52
2027,2.8,2.0,460796.27,2.4,257.0,176,19052,9.854979848471084,5.176149732573829,12.635205168762665,Pulau Pinang,Condominium,239566.78
2028,3.0,2.3,473389.15,2.4,259.9,168,20457,9.926129283016953,5.1298987149230735,12.635205168762665,Pulau Pinang,Condominium,217882.27
2025,2.83,1.94,422950.5,2.4,251.2,15,11134,9.317848579691468,2.772588722239781,12.635205168762665,Pulau Pinang,Detached House,488208.65
2026,2.9,1.95,448192.21,2.4,254.1,19,11150,9.319284458965361,2.995732273553991,12.635205168762665,Pulau Pinang,Detached House,492170.5
2027,2.8,2.0,460796.27,2.4,257.0,21,11134,9.317848579691468,3.091042453358316,12.635205168762665,Pulau Pinang,Detached House,500454.05
2028,3.0,2.3,473389.15,2.4,259.9,22,11150,9.319284458965361,3.1354942159291497,12.635205168762665,Pulau Pinang,Detached House,493287.14
2025,2.83,1.94,422950.5,2.4,251.2,0,5057,8.52872642722991,0.0,12.635205168762665,Pulau Pinang,Flat,134416.9
2026,2.9,1.95,448192.21,2.4,254.1,0,5057,8.52872642722991,0.0,12.635205168762665,Pulau Pinang,Flat,134447.29
2027,2.8,2.0,460796.27,2.4,257.0,0,5057,8.52872642722991,0.0,12.635205168762665,Pulau Pinang,Flat,134819.4
2028,3.0,2.3,473389.15,2.4,259.9,0,5057,8.52872642722991,0.0,12.635205168762665,Pulau Pinang,Flat,134218.16
2025,2.83,1.94,422950.5,2.4,251.2,83,12239,9.412464556066316,4.430816798843313,12.635205168762665,Pulau Pinang,Semi-Detached House,570049.78
2026,2.9,1.95,448192.21,2.4,254.1,87,12279,9.415727201701133,4.477336814478207,12.635205168762665,Pulau Pinang,Semi-Detached House,570171.09
2027,2.8,2.0,460796.27,2.4,257.0,87,12319,9.41897923708751,4.477336814478207,12.635205168762665,Pulau Pinang,Semi-Detached House,572523.59
2028,3.0,2.3,473389.15,2.4,259.9,87,12359,9.422220731011683,4.477336814478207,12.635205168762665,Pulau Pinang,Semi-Detached House,566718.47
2025,2.83,1.94,422950.5,2.4,251.2,97,44414,10.701332529203802,4.584967478670572,12.635205168762665,Pulau Pinang,Terraced House,324141.62
2026,2.9,1.95,448192.21,2.4,254.1,80,45165,10.71809987037725,4.394449154672439,12.635205168762665,Pulau Pinang,Terraced House,326571.4
2027,2.8,2.0,460796.27,2.4,257.0,96,45916,10.734590697848832,4.574710978503383,12.635205168762665,Pulau Pinang,Terraced House,332109.92
2028,3.0,2.3,473389.15,2.4,259.9,82,46667,10.750813983943747,4.418840607796598,12.635205168762665,Pulau Pinang,Terraced House,326004.57
2025,2.83,1.94,422950.5,2.4,251.2,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,369796.73
2026,2.9,1.95,448192.21,2.4,254.1,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,369796.73
2027,2.8,2.0,460796.27,2.4,257.0,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,371176.6
2028,3.0,2.3,473389.15,2.4,259.9,0,380,5.942799375126701,0.0,12.635205168762665,Pulau Pinang,Town House,369650.67
2025,3.18,1.77,409448.04,1.9,251.2,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,231405.83
2026,3.0,1.88,421388.36,2.1,254.1,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,232536.01
2027,3.13,1.93,433328.07,2.2,257.0,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,233379.67
2028,3.11,1.94,445267.19,2.1,259.9,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,232460.99
2029,3.0,1.95,457205.71,2.3,262.8,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,191569.26
2025,3.18,1.77,409448.04,1.9,251.2,141,11703,9.36768594269996,4.955827057601261,12.78264433094578,Pulau Pinang,Condominium,268258.29
2026,3.0,1.88,421388.36,2.1,254.1,143,11594,9.358329249689632,4.969813299576001,12.78264433094578,Pulau Pinang,Condominium,268717.62
2027,3.13,1.93,433328.07,2.2,257.0,142,11607,9.359449794564023,4.962844630259907,12.78264433094578,Pulau Pinang,Condominium,269052.96
2028,3.11,1.94,445267.19,2.1,259.9,142,11606,9.359363643368622,4.962844630259907,12.78264433094578,Pulau Pinang,Condominium,268571.04
2029,3.0,1.95,457205.71,2.3,262.8,142,11606,9.359363643368622,4.962844630259907,12.78264433094578,Pulau Pinang,Condominium,269065.42
2025,3.18,1.77,409448.04,1.9,251.2,11,20585,9.932366512086505,2.4849066497880004,12.78264433094578,Pulau Pinang,Detached House,446073.65
2026,3.0,1.88,421388.36,2.1,254.1,17,20573,9.931783421690975,2.8903717578961645,12.78264433094578,Pulau Pinang,Detached House,451945.07
2027,3.13,1.93,433328.07,2.2,257.0,15,20561,9.931199991102664,2.772588722239781,12.78264433094578,Pulau Pinang,Detached House,447347.15
2028,3.11,1.94,445267.19,2.1,259.9,16,20549,9.930616219924381,2.833213344056216,12.78264433094578,Pulau Pinang,Detached House,449219.8
2029,3.0,1.95,457205.71,2.3,262.8,16,20537,9.93003210775824,2.833213344056216,12.78264433094578,Pulau Pinang,Detached House,467107.51
2025,3.18,1.77,409448.04,1.9,251.2,189,5017,8.520786726926367,5.247024072160486,12.78264433094578,Pulau Pinang,Flat,167498.91
2026,3.0,1.88,421388.36,2.1,254.1,182,5392,8.592857095337227,5.209486152841421,12.78264433094578,Pulau Pinang,Flat,169783.61
2027,3.13,1.93,433328.07,2.2,257.0,175,5833,8.671458150427666,5.170483995038151,12.78264433094578,Pulau Pinang,Flat,170191.71
2028,3.11,1.94,445267.19,2.1,259.9,169,6247,8.740016691519521,5.135798437050262,12.78264433094578,Pulau Pinang,Flat,170263.1
2029,3.0,1.95,457205.71,2.3,262.8,163,6672,8.805824812903607,5.099866427824199,12.78264433094578,Pulau Pinang,Flat,169254.67
2025,3.18,1.77,409448.04,1.9,251.2,0,5264,8.568836424568076,0.0,12.78264433094578,Pulau Pinang,Semi-Detached House,547924.86
2026,3.0,1.88,421388.36,2.1,254.1,0,5596,8.62998601889136,0.0,12.78264433094578,Pulau Pinang,Semi-Detached House,549869.62
2027,3.13,1.93,433328.07,2.2,257.0,0,5935,8.688790784847216,0.0,12.78264433094578,Pulau Pinang,Semi-Detached House,549519.09
2028,3.11,1.94,445267.19,2.1,259.9,0,6275,8.744488113852924,0.0,12.78264433094578,Pulau Pinang,Semi-Detached House,551394.76
2029,3.0,1.95,457205.71,2.3,262.8,0,6615,8.797246236703527,0.0,12.78264433094578,Pulau Pinang,Semi-Detached House,567155.45
2025,3.18,1.77,409448.04,1.9,251.2,53,31968,10.372521962240313,3.9889840465642745,12.78264433094578,Pulau Pinang,Terraced House,302859.88
2026,3.0,1.88,421388.36,2.1,254.1,53,34469,10.447844659510912,3.9889840465642745,12.78264433094578,Pulau Pinang,Terraced House,309426.72
2027,3.13,1.93,433328.07,2.2,257.0,53,37031,10.519537682711107,3.9889840465642745,12.78264433094578,Pulau Pinang,Terraced House,312009.08
2028,3.11,1.94,445267.19,2.1,259.9,53,39574,10.585952884749213,3.9889840465642745,12.78264433094578,Pulau Pinang,Terraced House,310898.18
2029,3.0,1.95,457205.71,2.3,262.8,53,42122,10.648349188782753,3.9889840465642745,12.78264433094578,Pulau Pinang,Terraced House,327701.77
2025,3.18,1.77,409448.04,1.9,251.2,0,905,6.80903930604298,0.0,12.78264433094578,Pulau Pinang,Town House,330199.98
2026,3.0,1.88,421388.36,2.1,254.1,0,905,6.80903930604298,0.0,12.78264433094578,Pulau Pinang,Town House,332655.14
2027,3.13,1.93,433328.07,2.2,257.0,0,905,6.80903930604298,0.0,12.78264433094578,Pulau Pinang,Town House,331744.31
2028,3.11,1.94,445267.19,2.1,259.9,0,905,6.80903930604298,0.0,12.78264433094578,Pulau Pinang,Town House,332323.34
2029,3.0,1.95,457205.71,2.3,262.8,0,905,6.80903930604298,0.0,12.78264433094578,Pulau Pinang,Town House,341316.21
2025,3.13,2.03,412184.22,2.5,251.2,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,236671.16
2026,3.18,2.05,423631.36,2.5,254.1,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,236671.16
2027,3.0,2.06,435077.35,2.5,257.0,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,236531.82
2028,3.11,2.07,446522.2,2.5,259.9,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,236455.5
2029,3.23,2.06,457965.9,2.5,262.8,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,191869.43
2025,3.13,2.03,412184.22,2.5,251.2,47,10809,9.288226910633254,3.8712010109078907,12.78264433094578,Pulau Pinang,Condominium,274650.21
2026,3.18,2.05,423631.36,2.5,254.1,50,10810,9.288319413292772,3.9318256327243257,12.78264433094578,Pulau Pinang,Condominium,274235.85
2027,3.0,2.06,435077.35,2.5,257.0,52,10809,9.288226910633254,3.970291913552122,12.78264433094578,Pulau Pinang,Condominium,274385.52
2028,3.11,2.07,446522.2,2.5,259.9,54,10810,9.288319413292772,4.007333185232471,12.78264433094578,Pulau Pinang,Condominium,274235.85
2029,3.23,2.06,457965.9,2.5,262.8,53,10809,9.288226910633254,3.9889840465642745,12.78264433094578,Pulau Pinang,Condominium,272657.98
2025,3.13,2.03,412184.22,2.5,251.2,13,21827,9.990948828306122,2.639057329615259,12.78264433094578,Pulau Pinang,Detached House,452398.6
2026,3.18,2.05,423631.36,2.5,254.1,16,23388,10.060021105350893,2.833213344056216,12.78264433094578,Pulau Pinang,Detached House,452818.23
2027,3.0,2.06,435077.35,2.5,257.0,17,25067,10.129347411344567,2.8903717578961645,12.78264433094578,Pulau Pinang,Detached House,458153.16
2028,3.11,2.07,446522.2,2.5,259.9,18,26783,10.195559973289201,2.9444389791664403,12.78264433094578,Pulau Pinang,Detached House,479847.2
2029,3.23,2.06,457965.9,2.5,262.8,18,28512,10.258115402607235,2.9444389791664403,12.78264433094578,Pulau Pinang,Detached House,496402.28
2025,3.13,2.03,412184.22,2.5,251.2,147,5396,8.593598522618644,4.997212273764115,12.78264433094578,Pulau Pinang,Flat,171910.11
2026,3.18,2.05,423631.36,2.5,254.1,139,5561,8.62371303479391,4.941642422609304,12.78264433094578,Pulau Pinang,Flat,171910.11
2027,3.0,2.06,435077.35,2.5,257.0,132,6307,8.74957394808293,4.890349128221754,12.78264433094578,Pulau Pinang,Flat,172691.22
2028,3.11,2.07,446522.2,2.5,259.9,127,7219,8.884610231886873,4.852030263919617,12.78264433094578,Pulau Pinang,Flat,172662.49
2029,3.23,2.06,457965.9,2.5,262.8,123,7546,8.928905412284868,4.820281565605037,12.78264433094578,Pulau Pinang,Flat,171069.27
2025,3.13,2.03,412184.22,2.5,251.2,10,5261,8.568266461600238,2.3978952727983707,12.78264433094578,Pulau Pinang,Semi-Detached House,551215.94
2026,3.18,2.05,423631.36,2.5,254.1,16,5517,8.615770754777232,2.833213344056216,12.78264433094578,Pulau Pinang,Semi-Detached House,545866.79
2027,3.0,2.06,435077.35,2.5,257.0,18,5783,8.6628507638386,2.9444389791664403,12.78264433094578,Pulau Pinang,Semi-Detached House,542885.71
2028,3.11,2.07,446522.2,2.5,259.9,18,6047,8.70748291785937,2.9444389791664403,12.78264433094578,Pulau Pinang,Semi-Detached House,543343.17
2029,3.23,2.06,457965.9,2.5,262.8,20,6312,8.750366278367625,3.044522437723423,12.78264433094578,Pulau Pinang,Semi-Detached House,544469.64
2025,3.13,2.03,412184.22,2.5,251.2,51,32131,10.377607697293703,3.9512437185814275,12.78264433094578,Pulau Pinang,Terraced House,315836.71
2026,3.18,2.05,423631.36,2.5,254.1,51,34787,10.457027778709655,3.9512437185814275,12.78264433094578,Pulau Pinang,Terraced House,319896.97
2027,3.0,2.06,435077.35,2.5,257.0,51,27444,10.21993928098399,3.9512437185814275,12.78264433094578,Pulau Pinang,Terraced House,319108.43
2028,3.11,2.07,446522.2,2.5,259.9,51,40101,10.59918148736265,3.9512437185814275,12.78264433094578,Pulau Pinang,Terraced House,322595.11
2029,3.23,2.06,457965.9,2.5,262.8,51,42758,10.66333497852314,3.9512437185814275,12.78264433094578,Pulau Pinang,Terraced House,331884.56
2025,3.13,2.03,412184.22,2.5,251.2,0,1243,7.126087273299125,0.0,12.78264433094578,Pulau Pinang,Town House,331317.66
2026,3.18,2.05,423631.36,2.5,254.1,0,1243,7.126087273299125,0.0,12.78264433094578,Pulau Pinang,Town House,331218.23
2027,3.0,2.06,435077.35,2.5,257.0,0,1243,7.126087273299125,0.0,12.78264433094578,Pulau Pinang,Town House,331710.45
2028,3.11,2.07,446522.2,2.5,259.9,0,1243,7.126087273299125,0.0,12.78264433094578,Pulau Pinang,Town House,331163.57
2029,3.23,2.06,457965.9,2.5,262.8,0,1243,7.126087273299125,0.0,12.78264433094578,Pulau Pinang,Town House,331898.37
2025,2.78,2.03,432352.69,2.5,251.2,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,245847.1
2026,2.77,2.05,445469.97,2.5,254.1,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,245847.1
2027,2.76,2.06,458586.35,2.5,257.0,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,245847.1
2028,3.0,2.05,471701.82,2.5,259.9,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,236947.5
2029,3.11,2.04,484816.39,2.5,262.8,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,192721.36
2025,2.78,2.03,432352.69,2.5,251.2,28,11276,9.330520532232288,3.367295829986474,12.78264433094578,Pulau Pinang,Condominium,303611.25
2026,2.77,2.05,445469.97,2.5,254.1,36,11743,9.371097750854297,3.6109179126442243,12.78264433094578,Pulau Pinang,Condominium,303906.14
2027,2.76,2.06,458586.35,2.5,257.0,33,12209,9.41001056710475,3.5263605246161616,12.78264433094578,Pulau Pinang,Condominium,303366.03
2028,3.0,2.05,471701.82,2.5,259.9,34,12676,9.447544606938727,3.5553480614894135,12.78264433094578,Pulau Pinang,Condominium,274233.96
2029,3.11,2.04,484816.39,2.5,262.8,33,13143,9.483720659717104,3.5263605246161616,12.78264433094578,Pulau Pinang,Condominium,272507.37
2025,2.78,2.03,432352.69,2.5,251.2,2,22596,10.025572433086365,1.0986122886681096,12.78264433094578,Pulau Pinang,Detached House,468400.87
2026,2.77,2.05,445469.97,2.5,254.1,7,24485,10.105856804633861,2.0794415416798357,12.78264433094578,Pulau Pinang,Detached House,474837.67
2027,2.76,2.06,458586.35,2.5,257.0,2,26379,10.180361426271306,1.0986122886681096,12.78264433094578,Pulau Pinang,Detached House,493031.14
2028,3.0,2.05,471701.82,2.5,259.9,7,28273,10.249697933426978,2.0794415416798357,12.78264433094578,Pulau Pinang,Detached House,482006.21
2029,3.11,2.04,484816.39,2.5,262.8,3,30166,10.314503890682618,1.3862943611198906,12.78264433094578,Pulau Pinang,Detached House,490665.73
2025,2.78,2.03,432352.69,2.5,251.2,147,4623,8.439015410352214,4.997212273764115,12.78264433094578,Pulau Pinang,Flat,174934.53
2026,2.77,2.05,445469.97,2.5,254.1,139,4837,8.484256691169973,4.941642422609304,12.78264433094578,Pulau Pinang,Flat,174934.53
2027,2.76,2.06,458586.35,2.5,257.0,132,5064,8.530109416682784,4.890349128221754,12.78264433094578,Pulau Pinang,Flat,175001.86
2028,3.0,2.05,471701.82,2.5,259.9,12,5300,8.575650760987806,2.5649493574615367,12.78264433094578,Pulau Pinang,Flat,171814.8
2029,3.11,2.04,484816.39,2.5,262.8,123,5539,8.61974977974133,4.820281565605037,12.78264433094578,Pulau Pinang,Flat,170229.4
2025,2.78,2.03,432352.69,2.5,251.2,6,5134,8.543835122362658,1.9459101490553132,12.78264433094578,Pulau Pinang,Semi-Detached House,570932.53
2026,2.77,2.05,445469.97,2.5,254.1,8,5224,8.561210076833012,2.1972245773362196,12.78264433094578,Pulau Pinang,Semi-Detached House,562981.16
2027,2.76,2.06,458586.35,2.5,257.0,10,5330,8.581294116822761,2.3978952727983707,12.78264433094578,Pulau Pinang,Semi-Detached House,561489.46
2028,3.0,2.05,471701.82,2.5,259.9,10,5429,8.599694412927981,2.3978952727983707,12.78264433094578,Pulau Pinang,Semi-Detached House,550643.62
2029,3.11,2.04,484816.39,2.5,262.8,11,5531,8.61830469278465,2.4849066497880004,12.78264433094578,Pulau Pinang,Semi-Detached House,549478.14
2025,2.78,2.03,432352.69,2.5,251.2,55,33791,10.427979367065934,4.02535169073515,12.78264433094578,Pulau Pinang,Terraced House,339118.03
2026,2.77,2.05,445469.97,2.5,254.1,57,36792,10.513062888672096,4.060443010546419,12.78264433094578,Pulau Pinang,Terraced House,342200.02
2027,2.76,2.06,458586.35,2.5,257.0,57,39679,10.58860256139881,4.060443010546419,12.78264433094578,Pulau Pinang,Terraced House,342592.77
2028,3.0,2.05,471701.82,2.5,259.9,57,42725,10.662562913210179,4.060443010546419,12.78264433094578,Pulau Pinang,Terraced House,327502.53
2029,3.11,2.04,484816.39,2.5,262.8,57,45665,10.729109317495446,4.060443010546419,12.78264433094578,Pulau Pinang,Terraced House,338856.69
2025,2.78,2.03,432352.69,2.5,251.2,0,1243,7.126087273299125,0.0,12.78264433094578,Pulau Pinang,Town House,352777.3
2026,2.77,2.05,445469.97,2.5,254.1,0,1243,7.126087273299125,0.0,12.78264433094578,Pulau Pinang,Town House,352777.3
2027,2.76,2.06,458586.35,2.5,257.0,0,1243,7.126087273299125,0.0,12.78264433094578,Pulau Pinang,Town House,352613.24
2028,3.0,2.05,471701.82,2.5,259.9,0,1243,7.126087273299125,0.0,12.78264433094578,Pulau Pinang,Town House,333326.47
2029,3.11,2.04,484816.39,2.5,262.8,0,1243,7.126087273299125,0.0,12.78264433094578,Pulau Pinang,Town House,334315.27
2025,2.83,1.94,422950.5,2.4,251.2,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,243675.0
2026,2.9,1.95,448192.21,2.4,254.1,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,243675.0
2027,2.8,2.0,460796.27,2.4,257.0,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,245847.1
2028,3.0,2.3,473389.15,2.4,259.9,0,48,3.8918202981106265,0.0,12.78264433094578,Pulau Pinang,Cluster House,236947.5
2025,2.83,1.94,422950.5,2.4,251.2,144,11187,9.32259705432185,4.976733742420574,12.78264433094578,Pulau Pinang,Condominium,290812.17
2026,2.9,1.95,448192.21,2.4,254.1,146,11289,9.331672657143708,4.990432586778736,12.78264433094578,Pulau Pinang,Condominium,290812.17
2027,2.8,2.0,460796.27,2.4,257.0,145,11316,9.334061298965942,4.983606621708336,12.78264433094578,Pulau Pinang,Condominium,303387.05
2028,3.0,2.3,473389.15,2.4,259.9,146,11324,9.334767950351235,4.990432586778736,12.78264433094578,Pulau Pinang,Condominium,273388.55
2025,2.83,1.94,422950.5,2.4,251.2,14,22661,10.028444791940512,2.70805020110221,12.78264433094578,Pulau Pinang,Detached House,476172.37
2026,2.9,1.95,448192.21,2.4,254.1,16,24726,10.115651043007174,2.833213344056216,12.78264433094578,Pulau Pinang,Detached House,477751.28
2027,2.8,2.0,460796.27,2.4,257.0,17,26791,10.19585861447404,2.8903717578961645,12.78264433094578,Pulau Pinang,Detached House,506294.97
2028,3.0,2.3,473389.15,2.4,259.9,17,28857,10.270142529857202,2.8903717578961645,12.78264433094578,Pulau Pinang,Detached House,487501.64
2025,2.83,1.94,422950.5,2.4,251.2,185,4996,8.516593011344206,5.225746673713202,12.78264433094578,Pulau Pinang,Flat,174405.4
2026,2.9,1.95,448192.21,2.4,254.1,176,5398,8.593969030218286,5.176149732573829,12.78264433094578,Pulau Pinang,Flat,174701.35
2027,2.8,2.0,460796.27,2.4,257.0,170,5848,8.674025985443025,5.14166355650266,12.78264433094578,Pulau Pinang,Flat,176102.5
